<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.03.27	12:30:00	93058	93134	92523	92523	107292	876086192	0
2019.03.27	13:00:00	92507	93059	92428	93059	85648	730601534	0
2019.03.27	13:30:00	93062	93233	92979	92979	68875	615682352	0
2019.03.27	14:00:00	92995	93574	92765	93520	87516	699014953	0
2019.03.27	14:30:00	93520	93561	93337	93457	72608	587530427	0
2019.03.27	15:00:00	93473	93473	92882	92923	115173	921993685	0
2019.03.27	15:30:00	92912	92933	92384	92507	134327	1015041988	0
2019.03.27	16:00:00	92526	92754	92254	92306	113784	1130901949	0
2019.03.27	16:30:00	92341	92510	91903	91903	166551	2596597786	0
2019.03.28	10:00:00	91901	92203	91584	92155	92646	1424793810	0
2019.03.28	10:30:00	92167	92624	92103	92573	143525	1573726420	0
2019.03.28	11:00:00	92603	93456	92583	93272	118572	1493105276	0
2019.03.28	11:30:00	93267	93563	93137	93547	80812	897120600	0
2019.03.28	12:00:00	93517	93760	93293	93702	82049	837939559	0
2019.03.28	12:30:00	93707	93735	93517	93554	56514	543868418	0
2019.03.28	13:00:00	93585	93863	93551	93859	54371	563658000	0
2019.03.28	13:30:00	93838	94256	93650	94114	78026	829626025	0
2019.03.28	14:00:00	94100	94339	94086	94139	73047	831801975	0
2019.03.28	14:30:00	94159	94550	94007	94483	77241	769968394	0
2019.03.28	15:00:00	94481	94601	94242	94600	106844	954385847	0
2019.03.28	15:30:00	94553	94722	94512	94543	111227	870325678	0
2019.03.28	16:00:00	94566	94854	94563	94830	126359	903425486	0
2019.03.28	16:30:00	94853	94853	94389	94389	112882	1731238166	0
2019.03.29	10:00:00	94402	95560	94402	95202	71186	992386776	0
2019.03.29	10:30:00	95230	95727	94881	95711	84138	1153233377	0
2019.03.29	11:00:00	95720	95863	95583	95831	75541	998951030	0
2019.03.29	11:30:00	95830	95830	95224	95337	76165	856130099	0
2019.03.29	12:00:00	95350	95774	95345	95774	62909	622512330	0
2019.03.29	12:30:00	95786	95824	95581	95730	55625	602858645	0
2019.03.29	13:00:00	95693	95708	95392	95529	56790	546537299	0
2019.03.29	13:30:00	95543	95749	95534	95742	47580	400552743	0
2019.03.29	14:00:00	95780	95789	95141	95141	68688	614440475	0
2019.03.29	14:30:00	95174	95474	95076	95436	75846	618550807	0
2019.03.29	15:00:00	95386	95508	95273	95418	70110	535458874	0
2019.03.29	15:30:00	95384	95523	95197	95197	93513	839028756	0
2019.03.29	16:00:00	95235	95352	94915	94915	115102	947919532	0
2019.03.29	16:30:00	94862	95416	94862	95415	113844	2484934742	0
2019.04.01	10:00:00	95423	96549	95423	96138	52880	855829638	0
2019.04.01	10:30:00	96154	96170	95760	95991	64176	915752872	0
2019.04.01	11:00:00	95948	96293	95948	96165	57060	668433416	0
2019.04.01	11:30:00	96179	96618	96179	96491	60037	625288708	0
2019.04.01	12:00:00	96461	96485	96296	96428	50675	584311122	0
2019.04.01	12:30:00	96427	96752	96392	96751	54132	721623570	0
2019.04.01	13:00:00	96731	96731	96491	96499	52149	436041916	0
2019.04.01	13:30:00	96511	96722	96443	96484	48666	457308707	0
2019.04.01	14:00:00	96490	96501	96148	96247	60194	641054088	0
2019.04.01	14:30:00	96206	96206	95997	95997	56765	615462826	0
2019.04.01	15:00:00	95982	96163	95895	95966	63984	624413291	0
2019.04.01	15:30:00	95916	95991	95778	95987	59650	515871117	0
2019.04.01	16:00:00	95977	96047	95767	95962	75924	668263679	0
2019.04.01	16:30:00	95954	96102	95915	96054	89231	1548304500	0
2019.04.02	10:00:00	96062	96690	96062	96350	46540	704014516	0
2019.04.02	10:30:00	96351	96351	95998	96121	60650	790984136	0
2019.04.02	11:00:00	96126	96126	95803	95864	61822	693089625	0
2019.04.02	11:30:00	95837	95837	95403	95410	61856	761485428	0
2019.04.02	12:00:00	95388	95424	95158	95230	54338	660909969	0
2019.04.02	12:30:00	95256	95572	95228	95318	47036	589769300	0
2019.04.02	13:00:00	95305	95336	94828	94900	51844	534959364	0
2019.04.02	13:30:00	94929	94991	94825	94964	42896	343426807	0
2019.04.02	14:00:00	94962	95283	94962	95224	45920	444917008	0
2019.04.02	14:30:00	95225	95358	94917	94981	53988	484441465	0
2019.04.02	15:00:00	94931	95313	94931	95265	57422	547658800	0
2019.04.02	15:30:00	95336	95425	95120	95246	61436	605843267	0
2019.04.02	16:00:00	95240	95299	95131	95170	67265	509642262	0
2019.04.02	16:30:00	95191	95486	95055	95387	89260	1703876376	0
2019.04.03	10:00:00	95392	96410	95392	96086	43488	688472554	0
2019.04.03	10:30:00	96107	96379	95927	95927	70069	1199892444	0
2019.04.03	11:00:00	95957	96132	95852	96087	63935	688970994	0
2019.04.03	11:30:00	96057	96442	96003	96174	78151	834900440	0
2019.04.03	12:00:00	96091	96213	95744	95881	64038	733718097	0
2019.04.03	12:30:00	95908	96189	95818	96152	55189	564631670	0
2019.04.03	13:00:00	96156	96259	96082	96236	49020	502593808	0
2019.04.03	13:30:00	96223	96224	95968	96006	47447	375347040	0
2019.04.03	14:00:00	95993	96373	95993	96373	54136	409757266	0
2019.04.03	14:30:00	96339	96422	95868	96002	71043	848437045	0
2019.04.03	15:00:00	95967	95967	95201	95327	86247	939262429	0
2019.04.03	15:30:00	95332	95425	95215	95239	66551	635172821	0
2019.04.03	16:00:00	95222	95254	94124	94604	124000	1199295682	0
2019.04.03	16:30:00	94681	94835	94357	94491	116653	1541667293	0
2019.04.04	10:00:00	94503	95226	94473	94473	47804	561028277	0
2019.04.04	10:30:00	94477	95274	94334	95274	74050	848679937	0
2019.04.04	11:00:00	95277	95925	95233	95816	80568	847352601	0
2019.04.04	11:30:00	95788	95959	95328	95723	78642	733410476	0
2019.04.04	12:00:00	95679	95721	95520	95615	55308	496801269	0
2019.04.04	12:30:00	95613	96173	95613	96149	80835	795345354	0
2019.04.04	13:00:00	96117	96303	95918	96003	60195	591712465	0
2019.04.04	13:30:00	95980	96330	95922	96212	56767	481531418	0
2019.04.04	14:00:00	96184	96288	96013	96272	54915	402476448	0
2019.04.04	14:30:00	96222	96368	96166	96251	60785	607349301	0
2019.04.04	15:00:00	96285	96394	96173	96343	68485	587633640	0
2019.04.04	15:30:00	96349	96369	96149	96265	67025	489337613	0
2019.04.04	16:00:00	96266	96350	95943	96011	83138	688634426	0
2019.04.04	16:30:00	96131	96345	96030	96313	112460	2085591466	0
2019.04.05	10:00:00	96319	96656	96212	96219	79828	956717142	0
2019.04.05	10:30:00	96257	96586	96152	96481	138370	1471126256	0
2019.04.05	11:00:00	96492	97274	96443	97174	191228	1971445290	0
2019.04.05	11:30:00	97201	97493	97057	97201	159447	1407474268	0
2019.04.05	12:00:00	97204	97430	97130	97215	129818	1133199344	0
2019.04.05	12:30:00	97211	97364	96953	97017	124562	1146395448	0
2019.04.05	13:00:00	97014	97236	97014	97104	117100	1038447280	0
2019.04.05	13:30:00	97169	97173	96960	97028	105066	1008339738	0
2019.04.05	14:00:00	97028	97214	97027	97210	110698	850380652	0
2019.04.05	14:30:00	97184	97248	97082	97142	109492	954990474	0
2019.04.05	15:00:00	97126	97209	97105	97200	119642	1171349624	0
2019.04.05	15:30:00	97213	97283	96855	96885	136106	1299343734	0
2019.04.05	16:00:00	96930	97145	96926	96962	130126	1026489608	0
2019.04.05	16:30:00	96959	97181	96956	97108	165268	2898265690	0
2019.04.08	10:00:00	97110	97439	97107	97335	42059	511866737	0
2019.04.08	10:30:00	97264	97337	96901	97118	64277	1147159252	0
2019.04.08	11:00:00	97123	97610	97063	97250	64326	650577995	0
2019.04.08	11:30:00	97242	97301	96908	97036	68559	615947018	0
2019.04.08	12:00:00	97036	97260	96962	97031	50190	492071071	0
2019.04.08	12:30:00	97019	97182	96743	96857	63797	581055491	0
2019.04.08	13:00:00	96853	97097	96779	97067	56060	441869546	0
2019.04.08	13:30:00	97078	97249	97045	97169	59377	420720811	0
2019.04.08	14:00:00	97148	97201	96989	97033	59999	510245446	0
2019.04.08	14:30:00	97038	97378	97038	97358	69101	541636389	0
2019.04.08	15:00:00	97352	97483	97273	97284	68721	532502513	0
2019.04.08	15:30:00	97202	97290	97054	97085	77170	680736005	0
2019.04.08	16:00:00	97097	97214	97015	97106	79361	487731803	0
2019.04.08	16:30:00	97109	97370	97064	97369	98710	1421948860	0
2019.04.09	10:00:00	97366	97366	96579	96602	44998	521202177	0
2019.04.09	10:30:00	96582	96610	96359	96359	65630	649328048	0
2019.04.09	11:00:00	96327	96499	96224	96499	72509	816479363	0
2019.04.09	11:30:00	96463	96558	96223	96301	68354	668021280	0
2019.04.09	12:00:00	96330	96425	96151	96160	73568	582915250	0
2019.04.09	12:30:00	96105	96201	95919	96030	72715	569602828	0
2019.04.09	13:00:00	96047	96234	96032	96094	60423	443813787	0
2019.04.09	13:30:00	96090	96108	95800	95890	65286	500175261	0
2019.04.09	14:00:00	95905	95968	95560	95560	73288	588431448	0
2019.04.09	14:30:00	95550	95679	95488	95678	67874	533689456	0
2019.04.09	15:00:00	95716	96092	95636	96080	80044	673314066	0
2019.04.09	15:30:00	96056	96166	95939	96038	81879	686650269	0
2019.04.09	16:00:00	96056	96152	96000	96043	83912	644245360	0
2019.04.09	16:30:00	96035	96292	96035	96292	109467	1673377183	0
2019.04.10	10:00:00	96292	96902	96292	96350	50366	1094045418	0
2019.04.10	10:30:00	96388	96479	95760	95803	82119	1072363825	0
2019.04.10	11:00:00	95790	96090	95670	96040	68948	734589395	0
2019.04.10	11:30:00	96090	96216	95804	95854	72829	764298940	0
2019.04.10	12:00:00	95837	96137	95817	95859	66413	568128946	0
2019.04.10	12:30:00	95890	96006	95868	95886	60698	470680384	0
2019.04.10	13:00:00	95921	95979	95799	95964	53604	412768983	0
2019.04.10	13:30:00	95968	96035	95865	95901	50032	370772684	0
2019.04.10	14:00:00	95889	96170	95860	96133	58811	714363115	0
2019.04.10	14:30:00	96113	96442	96113	96343	70052	929414869	0
2019.04.10	15:00:00	96328	96409	96019	96104	74048	812446331	0
2019.04.10	15:30:00	96007	96290	95976	96284	78658	692530091	0
2019.04.10	16:00:00	96282	96362	96101	96156	77454	705707882	0
2019.04.10	16:30:00	96167	96176	95891	95953	98794	1983358658	0
2019.04.11	10:00:00	95954	95954	95489	95499	43839	581108403	0
2019.04.11	10:30:00	95555	95678	95359	95390	64510	742473020	0
2019.04.11	11:00:00	95375	95477	95028	95028	73022	830909098	0
2019.04.11	11:30:00	95046	95177	94911	95000	64839	572647030	0
2019.04.11	12:00:00	95031	95031	94398	94399	82685	846399055	0
2019.04.11	12:30:00	94326	94464	94173	94464	77965	747157827	0
2019.04.11	13:00:00	94476	94516	94304	94468	61996	468070237	0
2019.04.11	13:30:00	94477	94610	94434	94555	51783	413525778	0
2019.04.11	14:00:00	94557	94671	94381	94450	54464	434948160	0
2019.04.11	14:30:00	94455	94527	94371	94441	46464	362773556	0
2019.04.11	15:00:00	94448	94518	94390	94487	50577	394164882	0
2019.04.11	15:30:00	94503	94531	94421	94463	62443	485725715	0
2019.04.11	16:00:00	94468	94728	94395	94691	71553	625648406	0
2019.04.11	16:30:00	94697	94817	94611	94755	98797	1327794368	0
2019.04.12	10:00:00	94747	94747	93388	94093	74457	1838961870	0
2019.04.12	10:30:00	94160	94714	93998	94617	108527	1621602270	0
2019.04.12	11:00:00	94608	94768	94407	94692	79069	982050407	0
2019.04.12	11:30:00	94646	94675	94150	94368	71718	877758058	0
2019.04.12	12:00:00	94364	94589	94281	94293	58825	846098427	0
2019.04.12	12:30:00	94254	94343	93615	93615	75348	1019515487	0
2019.04.12	13:00:00	93703	93714	92946	93159	121124	1524783600	0
2019.04.12	13:30:00	93107	93178	92582	92668	129356	1269545320	0
2019.04.12	14:00:00	92648	93108	92648	92959	93727	933600313	0
2019.04.12	14:30:00	92967	93392	92967	93392	70794	708149099	0
2019.04.12	15:00:00	93379	93530	93045	93081	95655	932228248	0
2019.04.12	15:30:00	93099	93127	92877	92921	97422	948200372	0
2019.04.12	16:00:00	92933	93034	92637	92694	104349	1051902181	0
2019.04.12	16:30:00	92700	92877	92516	92875	133350	2641918959	0
2019.04.15	10:00:00	92875	93723	92875	93601	45824	995811097	0
2019.04.15	10:30:00	93636	93636	93100	93528	77519	1042713311	0
2019.04.15	11:00:00	93521	93703	93218	93253	80184	918693573	0
2019.04.15	11:30:00	93247	93293	92956	93153	79367	818192163	0
2019.04.15	12:00:00	93152	93330	93069	93162	70648	525693680	0
2019.04.15	12:30:00	93108	93441	93108	93404	64641	807459236	0
2019.04.15	13:00:00	93401	93557	93355	93507	49690	492512135	0
2019.04.15	13:30:00	93465	93648	93429	93507	47366	468729925	0
2019.04.15	14:00:00	93503	93503	93094	93100	70739	555837117	0
2019.04.15	14:30:00	93098	93270	92856	92895	79155	664107887	0
2019.04.15	15:00:00	92973	93276	92697	93117	96735	859886554	0
2019.04.15	15:30:00	93088	93393	93003	93106	80662	635488062	0
2019.04.15	16:00:00	93153	93253	92840	92963	95576	745436126	0
2019.04.15	16:30:00	92969	93166	92752	93083	131734	2527146411	0
2019.04.16	10:00:00	93082	93246	92879	93015	56032	690195151	0
2019.04.16	10:30:00	93027	93485	93027	93268	97522	1111530823	0
2019.04.16	11:00:00	93294	94312	93263	94287	102014	1312310115	0
2019.04.16	11:30:00	94278	94714	94226	94439	102532	1250507710	0
2019.04.16	12:00:00	94467	95062	94407	94773	86112	867066268	0
2019.04.16	12:30:00	94774	94774	94264	94452	70535	666426066	0
2019.04.16	13:00:00	94460	94604	94418	94463	51689	411532347	0
2019.04.16	13:30:00	94455	94517	94240	94346	71167	513295727	0
2019.04.16	14:00:00	94372	94470	94231	94421	66244	542897608	0
2019.04.16	14:30:00	94428	94583	94329	94569	68034	648434534	0
2019.04.16	15:00:00	94576	94576	94378	94483	71901	665078235	0
2019.04.16	15:30:00	94522	94675	94402	94451	81521	613528771	0
2019.04.16	16:00:00	94527	94692	94475	94506	76746	638797020	0
2019.04.16	16:30:00	94550	94550	94148	94333	96036	1533832413	0
2019.04.17	10:00:00	94337	95042	94337	94909	52356	2386382471	0
2019.04.17	10:30:00	94860	94880	93977	94044	104343	3024208099	0
2019.04.17	11:00:00	93994	94061	93392	93746	103346	1375937063	0
2019.04.17	11:30:00	93774	93951	93442	93738	82417	925475501	0
2019.04.17	12:00:00	93634	93684	92922	92922	105227	996406006	0
2019.04.17	12:30:00	92938	93063	92338	92385	114169	980972023	0
2019.04.17	13:00:00	92379	92755	92378	92719	78840	630193703	0
2019.04.17	13:30:00	92735	92813	92528	92612	70064	604860501	0
2019.04.17	14:00:00	92642	93048	92642	92892	93743	764561212	0
2019.04.17	14:30:00	92921	93328	92838	93311	95516	800171298	0
2019.04.17	15:00:00	93291	93291	92764	92802	94597	672469938	0
2019.04.17	15:30:00	92801	93079	92746	92911	95645	675775935	0
2019.04.17	16:00:00	92931	93096	92799	93054	112255	864064728	0
2019.04.17	16:30:00	93041	93376	92984	93285	125808	1906100794	0
2019.04.18	10:00:00	93285	94057	93285	93737	49269	999644891	0
2019.04.18	10:30:00	93726	94296	93603	93939	89462	1289255984	0
2019.04.18	11:00:00	93918	93918	93401	93480	77142	876047775	0
2019.04.18	11:30:00	93499	93792	93458	93785	60786	726523801	0
2019.04.18	12:00:00	93822	94311	93822	94274	76809	801446420	0
2019.04.18	12:30:00	94305	94527	94305	94505	63765	556653730	0
2019.04.18	13:00:00	94500	94500	94183	94223	50381	515150854	0
2019.04.18	13:30:00	94271	94327	94208	94232	44232	387809235	0
2019.04.18	14:00:00	94224	94330	94140	94283	47574	451554681	0
2019.04.18	14:30:00	94295	94621	94295	94426	55394	736066316	0
2019.04.18	15:00:00	94452	94618	94405	94559	57785	555553936	0
2019.04.18	15:30:00	94582	95140	94513	94812	104284	1291946976	0
2019.04.18	16:00:00	94854	94854	94485	94757	86223	736625500	0
2019.04.18	16:30:00	94789	94789	94399	94578	96346	2477071227	0
2019.04.22	10:00:00	94547	94547	94174	94289	36594	513851853	0
2019.04.22	10:30:00	94236	94236	93836	94210	70611	933521317	0
2019.04.22	11:00:00	94178	94351	93974	93974	55957	610995100	0
2019.04.22	11:30:00	93977	94027	93721	93867	63389	640163263	0
2019.04.22	12:00:00	93919	94121	93799	94069	47797	401208789	0
2019.04.22	12:30:00	94081	94128	93975	93995	48923	343448751	0
2019.04.22	13:00:00	93978	94424	93940	94416	50451	434822480	0
2019.04.22	13:30:00	94378	94792	94313	94792	50524	462800626	0
2019.04.22	14:00:00	94783	94988	94735	94754	49398	427093195	0
2019.04.22	14:30:00	94787	95038	94768	94967	50341	428776508	0
2019.04.22	15:00:00	94996	95000	94718	94734	54111	484146956	0
2019.04.22	15:30:00	94680	94815	94574	94655	66247	592490138	0
2019.04.22	16:00:00	94669	94719	94520	94613	61575	474343417	0
2019.04.22	16:30:00	94611	94648	94407	94588	72869	1101943335	0
2019.04.23	10:00:00	94590	95552	94590	95543	52013	748425469	0
2019.04.23	10:30:00	95580	96088	95533	95903	89707	1201552236	0
2019.04.23	11:00:00	95848	95928	95707	95707	64281	716098349	0
2019.04.23	11:30:00	95709	95709	95457	95610	68401	723263067	0
2019.04.23	12:00:00	95591	96064	95513	96009	80534	866256698	0
2019.04.23	12:30:00	95984	96315	95984	96246	77651	725704192	0
2019.04.23	13:00:00	96229	96278	96130	96217	54922	440691641	0
2019.04.23	13:30:00	96168	96194	96057	96154	55163	606551849	0
2019.04.23	14:00:00	96170	96223	95978	95986	54454	511734916	0
2019.04.23	14:30:00	95981	96046	95902	96003	61841	567847113	0
2019.04.23	15:00:00	95978	96248	95875	95918	77619	715889566	0
2019.04.23	15:30:00	95922	96209	95841	96209	69818	607110300	0
2019.04.23	16:00:00	96230	96230	95937	95945	71752	545581191	0
2019.04.23	16:30:00	95935	95935	95788	95923	101192	1404658568	0
2019.04.24	10:00:00	95923	95923	95547	95596	57031	700567489	0
2019.04.24	10:30:00	95654	95654	94773	95094	95808	1128686718	0
2019.04.24	11:00:00	95095	95095	94547	94659	92927	912529068	0
2019.04.24	11:30:00	94687	94864	94612	94721	84793	718492930	0
2019.04.24	12:00:00	94685	94716	94358	94587	75536	646003533	0
2019.04.24	12:30:00	94602	94756	94561	94672	57406	477849872	0
2019.04.24	13:00:00	94658	94731	94488	94661	55741	461993574	0
2019.04.24	13:30:00	94668	94681	94163	94269	71102	616841566	0
2019.04.24	14:00:00	94247	94481	94198	94448	72073	588475065	0
2019.04.24	14:30:00	94445	94607	94329	94562	65585	547250250	0
2019.04.24	15:00:00	94582	94699	94497	94518	67367	682276348	0
2019.04.24	15:30:00	94533	94651	94411	94556	79306	847365494	0
2019.04.24	16:00:00	94574	94840	94556	94827	79928	887083831	0
2019.04.24	16:30:00	94841	95046	94715	95045	107011	2190670132	0
2019.04.25	10:00:00	95027	95030	94574	94736	63636	773113060	0
2019.04.25	10:30:00	94761	94761	94213	94423	98769	1274817692	0
2019.04.25	11:00:00	94403	94890	94403	94886	92812	1096071896	0
2019.04.25	11:30:00	94824	95679	94758	95659	86151	839196361	0
2019.04.25	12:00:00	95620	96129	95620	96025	92214	983799326	0
2019.04.25	12:30:00	95953	96066	95783	95885	74337	751725291	0
2019.04.25	13:00:00	95846	96015	95771	95984	61796	493760250	0
2019.04.25	13:30:00	95975	96169	95905	96131	61888	609222989	0
2019.04.25	14:00:00	96118	96118	95821	95920	61596	534084995	0
2019.04.25	14:30:00	95876	96019	95792	95957	62765	658490895	0
2019.04.25	15:00:00	95951	96050	95833	95917	66606	601168605	0
2019.04.25	15:30:00	95942	96247	95838	96232	89548	771032267	0
2019.04.25	16:00:00	96219	96273	96140	96219	90249	774544351	0
2019.04.25	16:30:00	96208	96552	96208	96552	105812	2244806122	0
2019.04.26	10:00:00	96552	96563	95911	95911	48365	725294748	0
2019.04.26	10:30:00	95940	96509	95819	96095	89087	986566011	0
2019.04.26	11:00:00	96014	96433	95902	96312	81136	804743206	0
2019.04.26	11:30:00	96260	96495	96135	96135	74633	706219603	0
2019.04.26	12:00:00	96093	96293	95938	96257	72371	997325928	0
2019.04.26	12:30:00	96309	96309	96101	96126	61951	554783738	0
2019.04.26	13:00:00	96151	96171	96070	96121	51420	442165310	0
2019.04.26	13:30:00	96123	96230	96027	96160	52563	387526745	0
2019.04.26	14:00:00	96166	96237	96003	96044	53812	359120352	0
2019.04.26	14:30:00	96048	96069	95811	95825	62932	497846130	0
2019.04.26	15:00:00	95781	95915	95620	95882	68285	483952152	0
2019.04.26	15:30:00	95870	95891	95757	95771	75352	524201003	0
2019.04.26	16:00:00	95798	95914	95748	95862	86829	658091036	0
2019.04.26	16:30:00	95879	96236	95879	96236	101303	1373121786	0
2019.04.29	10:00:00	96254	96984	96254	96983	47921	606491689	0
2019.04.29	10:30:00	96894	97123	96807	96815	67052	760451437	0
2019.04.29	11:00:00	96775	96775	96484	96534	56387	700076715	0
2019.04.29	11:30:00	96518	96879	96502	96697	56334	566184042	0
2019.04.29	12:00:00	96678	96695	96162	96162	60769	737859258	0
2019.04.29	12:30:00	96132	96280	96004	96125	51123	553649429	0
2019.04.29	13:00:00	96153	96298	96070	96189	45095	402400978	0
2019.04.29	13:30:00	96183	96553	96160	96455	46384	409569590	0
2019.04.29	14:00:00	96468	96487	96347	96410	40061	344254850	0
2019.04.29	14:30:00	96431	96431	96058	96058	50222	446193316	0
2019.04.29	15:00:00	96071	96295	96020	96215	62770	544319175	0
2019.04.29	15:30:00	96191	96337	96120	96215	62308	492199467	0
2019.04.29	16:00:00	96223	96295	96172	96172	67488	498416426	0
2019.04.29	16:30:00	96172	96378	96172	96188	79356	1249792585	0
2019.04.30	10:00:00	96191	96707	96191	96500	50444	585315391	0
2019.04.30	10:30:00	96466	96702	96232	96266	80358	860642309	0
2019.04.30	11:00:00	96292	96292	95884	95907	76131	667439627	0
2019.04.30	11:30:00	95912	96087	95808	96026	53467	550357725	0
2019.04.30	12:00:00	96032	96248	95752	96021	63564	576686336	0
2019.04.30	12:30:00	96031	96203	95985	96046	61043	469644641	0
2019.04.30	13:00:00	96052	96052	95909	95960	55176	361437406	0
2019.04.30	13:30:00	95945	95945	95613	95683	64880	476178720	0
2019.04.30	14:00:00	95687	96019	95687	95905	75507	499945037	0
2019.04.30	14:30:00	95888	96195	95888	96072	83948	807927527	0
2019.04.30	15:00:00	96057	96185	95917	96022	84248	607161097	0
2019.04.30	15:30:00	96000	96244	95966	96203	88497	612156254	0
2019.04.30	16:00:00	96133	96333	96126	96273	85426	583842863	0
2019.04.30	16:30:00	96264	96447	96264	96353	108519	2819013183	0
2019.05.02	10:00:00	96339	96339	95423	95572	427807	5406451603	0
2019.05.02	10:30:00	95587	95954	95377	95954	667119	7862018470	0
2019.05.02	11:00:00	95858	95960	95546	95546	580951	6594248260	0
2019.05.02	11:30:00	95558	95650	95355	95425	510054	5358099090	0
2019.05.02	12:00:00	95423	95596	95338	95374	465619	4438593190	0
2019.05.02	12:30:00	95336	95491	95312	95442	427736	3737114670	0
2019.05.02	13:00:00	95468	95590	95441	95541	350751	3021277800	0
2019.05.02	13:30:00	95536	95630	95532	95593	300279	6352670810	0
2019.05.02	14:00:00	95594	95794	95500	95788	362527	3182768960	0
2019.05.02	14:30:00	95772	95787	95677	95705	401792	6045764860	0
2019.05.02	15:00:00	95713	95786	95589	95638	495055	4470148890	0
2019.05.02	15:30:00	95637	95675	95390	95516	597156	4650307060	0
2019.05.02	16:00:00	95497	95636	95490	95586	583053	5135418670	0
2019.05.02	16:30:00	95567	95686	95510	95528	706094	12161599350	0
2019.05.03	10:00:00	95521	96065	95521	95978	1532652	18633837182	0
2019.05.03	10:30:00	95988	96216	95884	96123	2694147	28562584400	0
2019.05.03	11:00:00	96108	96231	96049	96204	2383015	23024055100	0
2019.05.03	11:30:00	96178	96287	96151	96195	2003442	28505784200	0
2019.05.03	12:00:00	96219	96298	96103	96145	2063235	25970212500	0
2019.05.03	12:30:00	96177	96287	96118	96259	1854703	18791472100	0
2019.05.03	13:00:00	96252	96289	96211	96285	1673482	17147411860	0
2019.05.03	13:30:00	96292	96304	96205	96228	1692592	20344083800	0
2019.05.03	14:00:00	96218	96315	96188	96306	1906991	14165909580	0
2019.05.03	14:30:00	96313	96313	96208	96274	2082018	14327611610	0
2019.05.03	15:00:00	96272	96283	96127	96129	2489757	17623550800	0
2019.05.03	15:30:00	96141	96217	96086	96213	2523960	16433325800	0
2019.05.03	16:00:00	96201	96249	96151	96249	2672308	17161089900	0
2019.05.03	16:30:00	96234	96302	96008	96008	3125019	105999209750	0
2019.05.06	10:00:00	95992	95992	94740	94740	51710	721718766	0
2019.05.06	10:30:00	94751	95056	94656	94798	64549	732817154	0
2019.05.06	11:00:00	94830	95021	94781	94804	60099	578394630	0
2019.05.06	11:30:00	94809	94809	94540	94713	65126	593027086	0
2019.05.06	12:00:00	94744	94963	94715	94954	51214	439489191	0
2019.05.06	12:30:00	94985	95086	94878	94989	48044	465568210	0
2019.05.06	13:00:00	94977	95006	94829	94875	43193	368133692	0
2019.05.06	13:30:00	94874	94944	94825	94876	38358	270917043	0
2019.05.06	14:00:00	94866	94934	94761	94882	38412	303187637	0
2019.05.06	14:30:00	94860	94947	94834	94897	48305	435881096	0
2019.05.06	15:00:00	94885	95002	94882	94937	49445	395632710	0
2019.05.06	15:30:00	94911	95042	94904	95025	59398	493263325	0
2019.05.06	16:00:00	95039	95065	94976	95032	70708	541038122	0
2019.05.06	16:30:00	95012	95058	94993	95009	79821	1310042779	0
2019.05.07	10:00:00	95009	95009	93985	93985	75167	977633886	0
2019.05.07	10:30:00	94024	94024	93162	93356	139236	1516271360	0
2019.05.07	11:00:00	93401	93447	92750	93334	120481	1166637482	0
2019.05.07	11:30:00	93366	93491	93164	93436	83972	854021981	0
2019.05.07	12:00:00	93412	93914	93369	93866	77023	838406041	0
2019.05.07	12:30:00	93878	94013	93755	93925	64330	664831504	0
2019.05.07	13:00:00	93938	94236	93855	94224	56724	498498906	0
2019.05.07	13:30:00	94232	94349	94178	94250	53001	458435043	0
2019.05.07	14:00:00	94227	94227	93871	93900	64213	534234056	0
2019.05.07	14:30:00	93884	94047	93605	93908	76064	853672487	0
2019.05.07	15:00:00	93901	94094	93735	93949	68654	577365047	0
2019.05.07	15:30:00	93944	94007	93803	93912	73927	528573903	0
2019.05.07	16:00:00	93917	94209	93781	94118	89426	740306025	0
2019.05.07	16:30:00	94098	94389	94007	94389	114740	1840571591	0
2019.05.08	10:00:00	94389	95749	94389	95749	64966	1025166168	0
2019.05.08	10:30:00	95737	95901	95612	95778	114933	1391435065	0
2019.05.08	11:00:00	95736	95938	95655	95938	99912	1078701298	0
2019.05.08	11:30:00	95918	96087	95797	96052	102349	1115198920	0
2019.05.08	12:00:00	96184	96312	96125	96312	100870	959591989	0
2019.05.08	12:30:00	96254	96288	96066	96093	82937	756298773	0
2019.05.08	13:00:00	96073	96097	95863	95987	70764	524950522	0
2019.05.08	13:30:00	95960	95984	95842	95915	57774	476770435	0
2019.05.08	14:00:00	95922	96055	95893	95895	56771	449267257	0
2019.05.08	14:30:00	95875	95890	95679	95691	67083	583140137	0
2019.05.08	15:00:00	95695	95951	95683	95892	74821	666041296	0
2019.05.08	15:30:00	95870	95905	95776	95829	71089	584240571	0
2019.05.08	16:00:00	95827	95935	95819	95871	87452	721968374	0
2019.05.08	16:30:00	95858	95938	95597	95597	125548	1919671807	0
2019.05.09	10:00:00	95597	95597	94572	94755	56655	910764234	0
2019.05.09	10:30:00	94688	94780	94164	94505	104539	1209936634	0
2019.05.09	11:00:00	94478	94499	94234	94264	69881	779786219	0
2019.05.09	11:30:00	94265	94314	94045	94108	74528	691913940	0
2019.05.09	12:00:00	94126	94321	93919	93919	68618	617710968	0
